quadrant,n,fid_plus_mean,fid_plus_std,fid_minus_mean,fid_minus_std,method
FN,40,-0.048383076829486525,0.12820734812282122,-0.011196964702685362,0.1468436074391646,gnnexplainer
FP,40,0.050559748290106635,0.18300678594282627,0.03627694398164748,0.11724267501160811,gnnexplainer
TN_near,30,0.07000383871297039,0.16536690740879484,0.07904366950194043,0.21851688239545383,gnnexplainer
TN_random,30,-0.04070573314873773,0.1717005866057287,-0.03382685248181606,0.12579161015082382,gnnexplainer
TP_borderline,20,0.004404672980308535,0.021963702859110788,0.07061198055744171,0.12953013445738784,gnnexplainer
TP_confident,40,0.006547930836677549,0.028447432303005716,0.0030105307698249707,0.015187317867038247,gnnexplainer
